-88.92156862745098,-101.875,-110,-101.375,-108.1666666666667,-103,-110,-110,-104.875,-110,-110,-110,-110,-110,-110,-101.2222222222222,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
-78.8082191780822,-94.34615384615384,-96,-96.14285714285714,-91.48,-93.9047619047619,-93.8,-96.38888888888889,-99.61538461538461,-95.33333333333333,-100.1111111111111,-110,-98.25,-110,-104.5,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
-74.22222222222223,-91.42307692307692,-94.43478260869566,-92.5,-86.29268292682927,-92.68000000000001,-100.4545454545455,-92.78947368421052,-99.36363636363636,-94.33333333333333,-94.91666666666667,-110,-96.13333333333334,-110,-99.42857142857143,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
-88.33333333333333,-83.7948717948718,-81.55319148936171,-89.65517241379311,-84.38709677419355,-95.92857142857143,-84.44827586206897,-87.78260869565217,-89.56,-81.5925925925926,-96.72727272727273,-110,-90.88461538461539,-110,-83.9375,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
-92.44444444444444,-80.82692307692308,-84.69444444444444,-84.08888888888889,-87.4047619047619,-96.21428571428571,-84.26229508196721,-87.75675675675676,-80.59999999999999,-80.53846153846153,-95.92857142857143,-110,-89.44444444444444,-110,-88.13333333333334,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
-89.31034482758621,-82.5952380952381,-87,-84.40000000000001,-81.71428571428571,-98,-88.20408163265306,-82.79069767441861,-89.23529411764706,-85.64705882352941,-98,-110,-80.57446808510639,-110,-88.08333333333333,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
-88.60869565217391,-83.89473684210526,-85.02500000000001,-88.56,-85,-97.83333333333333,-82.8169014084507,-82.01818181818182,-91,-79.06382978723404,-97.06666666666666,-110,-83.578125,-110,-86.66666666666667,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
-91.95833333333333,-85.5,-81.73469387755102,-86.78787878787878,-82.45652173913044,-95.46666666666667,-86.97826086956522,-86.33333333333333,-84.58974358974359,-77.84090909090909,-94.375,-110,-85.42424242424242,-110,-82.10810810810811,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
-92.5925925925926,-81.46511627906976,-86.72972972972973,-83.85185185185185,-87.5,-94.61111111111111,-86.21951219512195,-83.91071428571429,-81.89285714285714,-81.4375,-94.21052631578948,-110,-84.175,-110,-85.93103448275862,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
-90.63157894736842,-79.93023255813954,-85.9047619047619,-80.40816326530613,-84.6774193548387,-96.83333333333333,-85.85714285714286,-81.24324324324324,-79.18604651162791,-82.38888888888889,-101.4444444444444,-110,-84.69565217391305,-110,-85.28571428571429,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
-85.16763005780346,-99,-97.30434782608695,-98.72727272727273,-98.57142857142857,-91.15053763440861,-96.45833333333333,-97.47619047619048,-107.8333333333333,-94,-92.51764705882353,-110,-104.7142857142857,-110,-110,-94.64285714285714,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
-90.12820512820512,-90.83333333333333,-91.67857142857143,-101,-99.06666666666666,-82.5241935483871,-87.56410256410257,-89.58208955223881,-93.42857142857143,-84.85599999999999,-87.75,-110,-92.8641975308642,-110,-93.17948717948718,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
-91.38983050847457,-90.13157894736842,-86.46808510638297,-94.03030303030303,-91.86842105263158,-81.54545454545455,-87.09638554216868,-88.50549450549451,-89.2,-83.94366197183099,-90.56179775280899,-110,-85.65408805031447,-110,-89.84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
-94.91666666666667,-82.58333333333333,-84.44444444444444,-85.41176470588235,-86.53333333333333,-89.64285714285714,-79.8135593220339,-82.42307692307692,-89.47368421052632,-80.80769230769231,-93.95,-110,-81.55769230769231,-110,-91.05882352941177,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
-88.85039370078741,-97.92857142857143,-96.14285714285714,-110,-107.6666666666667,-91.48484848484848,-91.03896103896103,-94.28333333333333,-98.26315789473684,-95.453125,-86.52500000000001,-110,-95.84375,-110,-102.1428571428571,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
-96.91666666666667,-94.33333333333333,-91.22727272727273,-107.5,-95.64705882352941,-81.90000000000001,-94,-89.91666666666667,-94.4375,-91.15686274509804,-78.86666666666666,-110,-87.83333333333333,-110,-88.05714285714286,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
-110,-92.31999999999999,-93.22222222222223,-87,-87.41463414634147,-110,-88.18181818181819,-89.92857142857143,-92.88235294117646,-76.36986301369863,-90.13888888888889,-110,-83.75925925925925,-110,-83.69230769230769,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
-110,-86.03333333333333,-85.12820512820512,-87.69565217391305,-86.83333333333333,-99.5,-81.57971014492753,-84.85714285714286,-84.11428571428571,-82.76190476190476,-87.34883720930233,-110,-75.5625,-110,-83.84615384615384,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
-96.69230769230769,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-95,-110,-110,-110,-107,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-85.0952380952381,-87.47826086956522,-110,-110,-83.38297872340425,-93.28,-82.44827586206897,-82.52941176470588,-88.5945945945946,-78.07692307692308,-92.21428571428571,-88.69565217391305,-81.90909090909091,-81.33333333333333,-90.60975609756098
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-87.21739130434783,-79.53731343283582,-110,-110,-84.09756097560975,-95.78571428571429,-88.14705882352941,-88.05714285714286,-88.05128205128206,-82.325,-98.3,-88.74285714285715,-89.69230769230769,-88.14705882352941,-91.34782608695652
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-88.29032258064517,-99.90000000000001,-110,-110,-101,-84.80357142857143,-99.90000000000001,-88.53571428571429,-93.30232558139535,-89.46428571428571,-92.08108108108108,-103.8571428571429,-94.85294117647059,-94.26666666666667,-101.3333333333333
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-90.28125,-93.55555555555556,-110,-110,-97.90909090909091,-82.56140350877193,-95.28571428571429,-87.35714285714286,-93.19354838709677,-89.97499999999999,-85.11290322580645,-93.14705882352941,-83.15873015873017,-91.75,-98.53846153846153
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-87.31818181818181,-97.54545454545455,-110,-110,-110,-83.35087719298245,-98.30769230769231,-86.62162162162163,-89.39583333333333,-89.22857142857143,-92.09999999999999,-97.11111111111111,-93.875,-98.15384615384616,-98.1875
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-93.5625,-88.71724137931035,-110,-110,-90.63157894736842,-75.75799086757991,-88.2909090909091,-80.55089820359281,-88.57553956834532,-81.64601769911505,-82.78571428571429,-90.06428571428572,-83.92125984251969,-85.07692307692308,-92.30985915492958
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-105.1428571428571,-86.70731707317073,-110,-110,-92.31034482758621,-83.5,-87.31999999999999,-84.07894736842105,-83.02739726027397,-86.97674418604652,-86.01449275362319,-86.61224489795919,-88.18421052631579,-82.31372549019608,-90.85714285714286
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-106,-91.66666666666667,-110,-110,-110,-99.5,-85.33333333333333,-95,-82.65217391304348,-84.5,-102.6666666666667,-98,-93.30769230769231,-95.42857142857143,-95.36363636363636
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-98.16666666666667,-85.21428571428571,-110,-110,-91.63636363636364,-84.34883720930233,-80.25,-86.1219512195122,-79.77142857142857,-78.96363636363637,-85.46478873239437,-86.23076923076923,-85.14516129032258,-87.59999999999999,-86.76190476190476
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-96,-83.51282051282051,-110,-110,-92.62068965517241,-90.31818181818181,-85.03125,-85.32558139534883,-82.05479452054794,-71.44262295081967,-90.71428571428571,-83.89189189189189,-86.18181818181819,-80.55737704918033,-82.97368421052632
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-91.66197183098592,-103.5714285714286,-110,-110,-110,-89.38983050847457,-94.68181818181819,-93.23214285714286,-96.61111111111111,-90,-78.78818737270876,-87.50769230769231,-89.34673366834171,-91.27329192546584,-88.94117647058823
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-105.8333333333333,-90,-110,-110,-96.875,-86.33333333333333,-85.90909090909091,-87.20588235294117,-88.77611940298507,-80.81578947368421,-73.77142857142857,-77.10606060606061,-80.34666666666666,-79.49333333333334,-87.9074074074074
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-102.25,-89.87096774193549,-110,-110,-95.76470588235294,-93.88235294117646,-88.52941176470588,-83.58974358974359,-85.88333333333334,-81.75,-80.66964285714286,-83.02857142857142,-84.3,-77.51351351351352,-78.71739130434783
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-97.84615384615384,-88.54166666666667,-110,-110,-95.19047619047619,-100.8888888888889,-80.85365853658537,-88.95238095238095,-84.98461538461538,-83.31372549019608,-88.48571428571428,-87.46875,-77.87368421052632,-79.70491803278688,-84.80357142857143
-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-102.5,-86.53571428571429,-110,-110,-94.71428571428571,-92.47368421052632,-83.16,-86.74074074074075,-84.92727272727272,-79.54545454545455,-79.48648648648648,-73.17241379310344,-82.50746268656717,-81.29629629629629,-87.0204081632653
-89.61379310344827,-110,-110,-100.2307692307692,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
