3.83,-34.64,0,0,1
3.89,-28.53,0,0,1
4.03,-22.43,0,0,1
3.69,-16.79,0,0,1
3.83,-10.68,0,0,1
3.96,-5.24,0,0,1
3.69,1.4,0,0,1
4.16,5.97,0,0,1
3.83,12.41,0,0,1
4.16,19.93,0,0,1
4.5,25.3,0,0,1
3.89,31.68,0,0,1
8.32,34.16,0,0,1
17.32,34.76,0,0,1
24.7,35.03,0,0,1
20.47,28.86,0,0,1
21.01,22.61,0,0,1
21.01,16.64,0,0,1
15.71,10.67,0,0,1
13.29,2.75,0,0,1
-82.16,-28.26,3.5,1,1
-82.76000000000001,-21.48,3.5,1,1
-82.16,-16.31,3.5,1,1
-82.76000000000001,-10.81,3.5,1,1
-82.7,-3.56,3.5,1,1
-85.52,1.34,3.5,1,1
-91.56,0.9399999999999999,3.5,1,1
-97.2,1.28,3.5,1,1
-97.2,7.18,3.5,1,1
-97.59999999999999,15.51,3.5,1,1
-97.26000000000001,22.22,3.5,1,1
-97.26000000000001,27.86,3.5,1,1
-97.53,34.91,3.5,1,1
-97.45999999999999,39.94,3.5,1,1
-90.08,39,3.5,1,1
-82.43000000000001,39.61,3.5,1,1
-82.76000000000001,32.22,3.5,1,1
-83.03,28.33,3.5,1,1
-81.95999999999999,23.09,3.5,1,1
-81.95999999999999,16.11,3.5,1,1
-82.5,11.14,3.5,1,1
-81.81999999999999,6.85,3.5,1,1
-81.15000000000001,0.87,3.5,1,1
-79.41,0.87,3.5,1,1
-76.59,1.34,3.5,1,1
-71.08,0.87,3.5,1,1
-64.51000000000001,1.68,3.5,1,1
-57.12,1.95,3.5,1,1
-50.88,1.28,3.5,1,1
-43.83,1.75,3.5,1,1
-40.68,2.55,3.5,1,1
1.68,-31.81,7,2,1
-2.22,-32.61,7,2,1
-1.07,-37.18,7,2,1
-2.68,-40.67,7,2,1
-6.78,-40.13,7,2,1
-12.28,-40.06,7,2,1
-16.65,-40.26,7,2,1
-16.65,-36.1,7,2,1
-19.47,-32.48,7,2,1
-23.22,-32.61,7,2,1
-26.58,-32.75,7,2,1
-30.27,-32.75,7,2,1
-35.37,-32.95,7,2,1
-37.66,-32.54,7,2,1
-43.97,-31.6,7,2,1
-48.2,-31.74,7,2,1
-53.63,-32.01,7,2,1
-61.75,-31.87,7,2,1
-69.94,-32.75,7,2,1
-75.98,-32.14,7,2,1
-83.17,-31.54,7,2,1
-88.94,-32.88,7,2,1
-77.18000000000001,44.35,0,0,1
-72.20999999999999,44.71,0,0,1
-65.94,43.99,0,0,1
-59.39,44.11,0,0,1
-54.17,44.51,0,0,1
-48.15,44.39,0,0,1
-42.41,44.03,0,0,1
-40.02,44.63,0,0,1
-35.57,44.11,0,0,1
-29.79,43.66,0,0,1
-24.09,44.63,0,0,1
-18.27,44.63,0,0,1
-12.61,43.86,0,0,1
-6.62,43.99,0,0,1
-1.28,41.96,0,0,1
-1.72,40.41,3.5,1,1
-5.71,43.77,3.5,1,1
-11.67,44.13,3.5,1,1
-17.44,44.09,3.5,1,1
-23.52,44.48,3.5,1,1
-29.48,44.64,3.5,1,1
-36.03,44.84,3.5,1,1
-42.39,43.73,3.5,1,1
-47.48,43.85,3.5,1,1
-53.3,44.16,3.5,1,1
-59.73,44.28,3.5,1,1
-65.63,44.04,3.5,1,1
-71.7,44.08,3.5,1,1
-76.83,40.08,3.5,1,1
-0.65,1.4,7,2,1
-6.31,1.19,7,2,1
-12.54,1.11,7,2,1
-17.8,2.04,7,2,1
-24.47,1.15,7,2,1
-30.73,1.11,7,2,1
-35.51,0.87,7,2,1
-42.5,1.11,7,2,1
-48.41,0.75,7,2,1
-54.19,1.15,7,2,1
-59.65,0.91,7,2,1
-65.39,1.03,7,2,1
-71.62,0.95,7,2,1
-77.2,1.19,7,2,1
-76.23,3.66,7,2,1
1.39,44.9,0,0,1
-3.04,44.9,0,0,1
-9.130000000000001,44.05,0,0,1
-14.28,44,0,0,1
-18.97,44.45,0,0,1
-24.16,44.36,0,0,1
-28.73,44.41,0,0,1
-34.01,44.41,0,0,1
-42.78,44.18,0,0,1
-47.17,44.5,0,0,1
-52.31,44.18,0,0,1
-57.37,44.18,0,0,1
-62.07,44.36,0,0,1
-66.72,44.45,0,0,1
-70.75,44.81,0,0,1
-74.45999999999999,44.18,0,0,1
-79.61,44.99,0,0,1
-82.92,44.81,0,0,1
-86.23,44.5,0,0,1
-89.86,44.9,0,0,1
-93.03,44.45,0,0,1
-97.73,44.72,0,0,1
-100.37,44.9,0,0,1
-103.68,44.68,0,0,1
-106.59,44.45,0,0,1
-109.73,44.5,0,0,1
-114.78,44.94,0,0,1
-97.11,1.05,3.5,1,1
-92.36,0.43,3.5,1,1
-88.34,0.83,3.5,1,1
-82.61,0.7,3.5,1,1
-82.06999999999999,6.29,3.5,1,1
-82.03,10.72,3.5,1,1
-81.94,16.27,3.5,1,1
-82.16,21.95,3.5,1,1
-81.70999999999999,27.55,3.5,1,1
-82.52,31.98,3.5,1,1
-82.38,36.85,3.5,1,1
-81.84999999999999,40.48,3.5,1,1
-82.16,44.33,3.5,1,1
-79.03,44.95,3.5,1,1
-75.81,44.64,3.5,1,1
-71.64,44.15,3.5,1,1
-67.53,43.79,3.5,1,1
-62.07,44.01,3.5,1,1
-55.22,43.92,3.5,1,1
-49.9,43.57,3.5,1,1
-44.26,43.61,3.5,1,1
-38.66,44.15,3.5,1,1
-33.79,44.06,3.5,1,1
-30.12,44.06,3.5,1,1
-24.97,44.06,3.5,1,1
-20.81,43.92,3.5,1,1
-16.69,43.92,3.5,1,1
-13.42,43.97,3.5,1,1
-9.98,44.28,3.5,1,1
-5.73,43.88,3.5,1,1
-1.12,44.1,3.5,1,1
1.92,44.46,3.5,1,1
