31,23.68,0,0,1
23.37,23.14,0,0,1
28.81,21.77,0,0,1
25.93,20.19,0,0,1
21.74,19.55,0,0,1
19.32,21.35,0,0,1
18.74,23.32,0,0,1
19.57,18.11,0,0,1
16.28,16.18,0,0,1
16.24,13.21,0,0,1
16.27,11.32,0,0,1
16.3,8.57,0,0,1
16.18,5.53,0,0,1
13.17,5.56,0,0,1
10.99,5.56,0,0,1
9,5.56,0,0,1
5.9,8.58,0,0,1
5.88,11.34,0,0,1
6.05,16.1,0,0,1
5.59,16.92,0,0,1
10.96,16.16,0,0,1
13.47,16.16,0,0,1
11.23,11.25,0,0,1
11.04,13.79,0,0,1
14.03,11.24,0,0,1
10.92,7.76,0,0,1
8.18,10.49,0,0,1
8.109999999999999,13.6,0,0,1
23.87,23.85,1.75,0.5,1
32.74,23.6,1.75,0.5,1
37.77,23.54,1.75,0.5,1
21.4,19.56,3.5,1,1
19.24,20.44,3.5,1,1
18.53,18.39,3.5,1,1
16.28,16.18,3.5,1,1
16.24,13.21,3.5,1,1
16.27,11.32,3.5,1,1
16.18,5.53,3.5,1,1
13.17,5.56,3.5,1,1
6,5.56,3.5,1,1
5.9,8.58,3.5,1,1
5.88,11.34,3.5,1,1
5.92,13.27,3.5,1,1
6.05,16.1,3.5,1,1
8.949999999999999,16.06,3.5,1,1
13.47,16.16,3.5,1,1
23.87,23.85,5.25,1.5,1
23.74,19.82,7,2,1
21.4,19.56,7,2,1
19.24,20.44,7,2,1
18.53,18.39,7,2,1
16.24,13.21,7,2,1
16.27,11.32,7,2,1
16.3,8.57,7,2,1
16.18,5.53,7,2,1
13.17,5.56,7,2,1
10.99,5.56,7,2,1
9,5.56,7,2,1
6,5.56,7,2,1
5.88,11.34,7,2,1
5.92,13.27,7,2,1
6.05,16.1,7,2,1
5.59,16.92,7,2,1
5.54,19.32,7,2,1
8.949999999999999,16.06,7,2,1
13.47,16.16,7,2,1
33.118,23.75,0,0,1
33.15,15.82,0,0,1
33.09,10.63,0,0,1
33.19,0,0,0,1
35.3,23.65,0,0,1
36.93,22.9,0,0,1
37.33,20.8,0,0,1
40.25,20.66,0,0,1
44.26,19.58,0,0,1
47.18,21.41,0,0,1
47.66,23.38,0,0,1
46.91,18.15,0,0,1
50.04,15.98,0,0,1
54.79,16.25,0,0,1
56.97,15.91,0,0,1
60.16,16.11,0,0,1
60.84,19.17,0,0,1
60.3,13.26,0,0,1
60.5,11.36,0,0,1
60.43,8.710000000000001,0,0,1
57.17,5.39,0,0,1
54.93,5.52,0,0,1
52.82,5.52,0,0,1
50.11,5.59,0,0,1
50.04,10.89,0,0,1
50.04,13.06,0,0,1
54.86,14.21,0,0,1
42.52,23.78,3.5,1,1
42.46,20.38,3.5,1,1
44.8,19.93,3.5,1,1
47.25,21.6,3.5,1,1
47.53,23.55,3.5,1,1
47.64,18.77,3.5,1,1
52.62,16.05,3.5,1,1
