19.32,22.16,0,0,1
19.54,16.76,0,0,1
6,5.56,0,0,1
5.92,13.27,0,0,1
5.54,19.32,0,0,1
8.949999999999999,16.06,0,0,1
14.09,14.1,0,0,1
14.4,7.38,0,0,1
8.550000000000001,7.88,0,0,1
28.63,23.72,1.75,0.5,1
23.74,19.82,3.5,1,1
18.72,23.47,3.5,1,1
16.3,8.57,3.5,1,1
10.99,5.56,3.5,1,1
9,5.56,3.5,1,1
5.59,16.92,3.5,1,1
5.54,19.32,3.5,1,1
10.96,16.16,3.5,1,1
18.72,23.47,7,2,1
16.28,16.18,7,2,1
5.9,8.58,7,2,1
10.96,16.16,7,2,1
32.66,6.27,0,0,1
50.65,15.5,0,0,1
52.62,16.05,0,0,1
60.84,17.27,0,0,1
60.03,5.46,0,0,1
49.9,8.31,0,0,1
58.26,11.16,0,0,1
54.93,7.7,0,0,1
52.01,11.16,0,0,1
47.64,17.1,3.5,1,1
50.04,15.98,3.5,1,1
54.79,16.25,3.5,1,1
60.84,19.17,3.5,1,1
60.3,13.26,3.5,1,1
57.17,5.39,3.5,1,1
52.82,5.52,3.5,1,1
50.04,13.06,3.5,1,1
60.3,13.26,7,2,1
49.9,8.31,7,2,1
18.61,13.09,0,0,1
15.33,20.96,0,0,1
15.72,21,3.5,1,1
8.970000000000001,23.61,3.5,1,1
5.27,4.6,7,2,1
19.32,22.16,0,0,1
19.54,16.76,0,0,1
6,5.56,0,0,1
5.92,13.27,0,0,1
5.54,19.32,0,0,1
8.949999999999999,16.06,0,0,1
14.09,14.1,0,0,1
14.4,7.38,0,0,1
8.550000000000001,7.88,0,0,1
28.63,23.72,1.75,0.5,1
23.74,19.82,3.5,1,1
18.72,23.47,3.5,1,1
16.3,8.57,3.5,1,1
10.99,5.56,3.5,1,1
9,5.56,3.5,1,1
5.59,16.92,3.5,1,1
5.54,19.32,3.5,1,1
10.96,16.16,3.5,1,1
18.72,23.47,7,2,1
16.28,16.18,7,2,1
5.9,8.58,7,2,1
10.96,16.16,7,2,1
32.66,6.27,0,0,1
50.65,15.5,0,0,1
52.62,16.05,0,0,1
60.84,17.27,0,0,1
60.03,5.46,0,0,1
49.9,8.31,0,0,1
58.26,11.16,0,0,1
54.93,7.7,0,0,1
52.01,11.16,0,0,1
47.64,17.1,3.5,1,1
50.04,15.98,3.5,1,1
54.79,16.25,3.5,1,1
60.84,19.17,3.5,1,1
60.3,13.26,3.5,1,1
57.17,5.39,3.5,1,1
52.82,5.52,3.5,1,1
50.04,13.06,3.5,1,1
60.3,13.26,7,2,1
49.9,8.31,7,2,1
18.61,13.09,0,0,1
15.33,20.96,0,0,1
15.72,21,3.5,1,1
8.970000000000001,23.61,3.5,1,1
5.27,4.6,7,2,1
19.32,22.16,0,0,1
19.54,16.76,0,0,1
6,5.56,0,0,1
5.92,13.27,0,0,1
5.54,19.32,0,0,1
8.949999999999999,16.06,0,0,1
14.09,14.1,0,0,1
14.4,7.38,0,0,1
8.550000000000001,7.88,0,0,1
28.63,23.72,1.75,0.5,1
23.74,19.82,3.5,1,1
18.72,23.47,3.5,1,1
16.3,8.57,3.5,1,1
10.99,5.56,3.5,1,1
9,5.56,3.5,1,1
5.59,16.92,3.5,1,1
5.54,19.32,3.5,1,1
10.96,16.16,3.5,1,1
18.72,23.47,7,2,1
16.28,16.18,7,2,1
5.9,8.58,7,2,1
10.96,16.16,7,2,1
32.66,6.27,0,0,1
50.65,15.5,0,0,1
52.62,16.05,0,0,1
60.84,17.27,0,0,1
60.03,5.46,0,0,1
49.9,8.31,0,0,1
58.26,11.16,0,0,1
54.93,7.7,0,0,1
52.01,11.16,0,0,1
47.64,17.1,3.5,1,1
50.04,15.98,3.5,1,1
54.79,16.25,3.5,1,1
60.84,19.17,3.5,1,1
60.3,13.26,3.5,1,1
57.17,5.39,3.5,1,1
52.82,5.52,3.5,1,1
50.04,13.06,3.5,1,1
60.3,13.26,7,2,1
49.9,8.31,7,2,1
18.61,13.09,0,0,1
15.33,20.96,0,0,1
15.72,21,3.5,1,1
8.970000000000001,23.61,3.5,1,1
5.27,4.6,7,2,1
